SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY
000685.SZ,000685,中山公用,10005608,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-30 00:00:00,2025-04-30 00:00:00,CNY,972219484.14,,,,,,,,,,,,8505060.61,599268783.48,,0.0,1579993328.23,1076191068.95,,,,,,277768370.22,98511709.37,555183220.79,,0.0,2007654369.33,,0.0,-427661041.1,,,,,,38457659.91,,0.0,38457659.91,121157226.12,337550900.0,,,,,,0.0,458708126.12,,0.0,-420250466.21,100000.0,100000.0,1827416595.48,,3964867.55,,0.0,1831481463.03,404026909.31,578159039.39,520443.85,,3952596.08,,,0.0,986138544.78,,0.0,845342918.25,-641424.58,,0.0,-3210013.64,1529795233.32,,0.0,1526585219.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5938063183,,,,,,,,,,,,32.2027019661,86.4187917719,,,28.298407022,10.2246602644,,,,,,20.2412747915,33.6185927032,67.0058110697,,,24.4262093709,,,-11.9439696057,,,,,,,,,-40.9259247522,-41.0468352019,45.1155787903,,,,,,,4.6746647618,,,-12.6308628456,,,20.8514296238,,860.2214201677,,,21.0871839464,-67.7505263336,517.9757740077,,,-27.3404134949,,,,-27.0507148873,,,425.9810715324,-73.6604359777,,,99.4603252863,-26.2497556615,,,3.1834519297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000685.SZ,000685,中山公用,10005608,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-26 00:00:00,2025-04-26 00:00:00,CNY,4114090133.93,,,,,,,,,,,,25285575.63,1226006321.1,,0.0,5365382030.66,2881876537.53,,,,,,938566775.92,273158460.58,1520451627.53,,0.0,5614053401.56,,0.0,-248671370.9,35095687.48,394027735.85,598428.81,69883482.6,,152282.03,,0.0,499757616.77,810709070.12,495673869.11,,,,100000.0,,0.0,1306482939.23,,0.0,-806725322.46,16820100.0,16820100.0,5660067533.77,,3874657.79,,0.0,5680762291.56,4593148047.56,556243088.64,9934895.17,,21022151.67,,,0.0,5170413287.87,,0.0,510349003.69,551173.8,,0.0,-544496515.87,2074291749.19,,0.0,1529795233.32,1211146078.45,71374033.76,323811826.56,323811826.56,,200256093.82,34364896.82,,,,-17265.38,302731.03,,254445128.22,-1007574207.55,-30782865.48,-32697758.9,1914893.42,,-18694965.78,-2335354189.67,1037063429.08,,,0.0,-248671370.9,,,,,1529795233.32,2074291749.19,,,,,-544496515.87,1.1690230055,,,,,,,,,,,,-17.4585076367,0.9567364263,,,1.0130560515,22.2426943202,,,,,,39.9244095566,0.1302774721,8.2684443416,,,19.3106322474,,,-141.0237995326,15.5901494076,14.3896784945,320.7507677242,,,,,,33.2810219958,-44.4981736096,44.427118039,,,,-99.5168136693,,,-33.1632501593,,,48.9340683848,100.9569892473,,-2.9770626153,,-9.6358864467,,,-2.8331490627,9.0108376549,-2.0103153875,,,-69.1533102838,,,,6.6222105533,,,-48.8174883281,-53.2627155814,,,-2305.6096721813,1.2044708844,,,-26.2497556615,22.1096144446,249.6446377133,56.2229944114,56.2229944114,,1.8936543445,-2.6972154904,,,,,-87.069304121,,13.7991243391,-39.5888585543,-76.378363658,-88.0422981777,3081.2149960191,,-1177.9461851147,-3192.8163296503,346.0350545734,,,,-141.0237995326,,,,,-26.2497556615,1.2044708844,,,,,-2305.6096721813,标准无保留意见,,,
000685.SZ,000685,中山公用,10005608,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-31 00:00:00,2024-10-31 00:00:00,CNY,3047902290.12,,,,,,,,,,,,18535146.13,1049154556.01,,0.0,4115591992.26,2532114848.92,,,,,,613217882.36,203429721.07,1179647716.53,,0.0,4528410168.88,,0.0,-412818176.62,14964773.33,260884278.39,158882.32,69883482.6,,139721.86,,0.0,346031138.5,526611716.13,421437042.22,,100000.0,,,,0.0,948148758.35,,0.0,-602117619.85,,,4445008333.53,,1753970.47,,0.0,4446762304.0,3626360996.89,505500149.8,4044121.95,,14071255.0,,,0.0,4145932401.69,,0.0,300829902.31,-893147.37,,0.0,-714999041.53,2063313175.33,,0.0,1348314133.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7666638956,,,,,,,,,,,,-19.031972142,-13.3039478618,,,0.6804498138,7.5781040778,,,,,,27.4949013621,0.4707301672,36.7983141493,,,16.1272902304,,,-319.2879634588,108.4118649445,-25.6905092045,72.2495014074,,,168097.7368484411,,,-3.4378540581,-36.6031809861,29.8136312927,,-98.9130434783,,,,,-18.5794050009,,,25.3100895616,,,-15.2093392345,,-33.8151246978,,,-15.3301269494,-10.5295871032,-10.4329739261,30.7664659821,,-1.516101314,,,,-10.490010719,,,-51.4847469276,-152.4871618663,,,-18566.7243059103,1.1131214709,,,-34.0506976617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000685.SZ,000685,中山公用,10005608,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-08-31 00:00:00,2024-08-31 00:00:00,CNY,1909956055.51,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,12360824.35,591720984.47,0.0,0.0,2514037864.33,1640294246.49,0.0,0.0,0.0,0.0,0.0,424179381.21,150021627.83,703770099.48,0.0,0.0,2918265355.01,,0.0,-404227490.68,3800000.0,1475309.85,473995.62,69883482.6,,0.0,,0.0,75632788.07,301909771.03,262044263.79,0.0,100000.0,,0.0,,0.0,564054034.82,,0.0,-488421246.75,0.0,0.0,3590774958.96,,611074.67,,0.0,3591386033.63,2982938815.55,138442650.66,2533300.0,,9571438.38,,,0.0,3130952904.59,,0.0,460433129.04,-290999.44,,0.0,-432506607.83,2063313175.33,,0.0,1630806567.5,564135103.55,24092469.28,146552962.82,146552962.82,,96497472.77,16663133.2,,,,-316590.28,137731.73,,122183570.81,-425689223.99,-9752344.96,-8650235.31,-1102109.65,,-13594975.12,-430255874.15,-500075254.31,,,0.0,-404227490.68,,,,,1630806567.5,2063313175.33,,,,,-432506607.83,20.0475128978,,,,,,,,,,,,2.5042477776,-43.1572066114,,,-4.9166899606,25.4157638938,,,,,,38.3950625046,12.0854936572,25.3418199027,,,26.3476657107,,,-220.9080300572,31.2012934404,-62.3233364649,468.2690723773,,,-100.0,,,996.8396780438,-56.1147410804,138.8131053162,,,,,,,-29.2882112546,,,38.2358847104,-100.0,-100.0,5.7518723909,,-29.3114050868,,,5.5285559138,34.2507062152,7.4475600452,-18.085880602,,38.1647038758,,,,32.7974271528,,,-55.9623922491,-117.3654898346,,,-173.2115734957,1.1131214709,,,-38.0242281761,-2.3464919853,367.481085178,14.1630567923,14.1630567923,,6.7149891302,-0.009192924,,,,-399.8349830815,106.4512623452,,23.033647969,10.5636996358,-25.2391998874,10.5553153402,-158.496223712,,60.652008714,-109.5712062209,-471.6249383113,,,,-220.9080300572,,,,,-38.0242281761,1.1131214709,,,,,-173.2115734957,,,,
000685.SZ,000685,中山公用,10005608,通用,2024-03-31 00:00:00,一季报,2024一季报,058001001,2024-04-30 00:00:00,2025-04-30 00:00:00,CNY,903601719.66,,,,,,,,,,,,6433348.55,321463720.36,,0.0,1231498788.57,976361429.8,,,,,,231009169.44,73726049.18,332433474.76,,0.0,1613530123.18,,0.0,-382031334.61,,,419539.62,64681200.0,,,,0.0,65100739.62,205514371.51,232608313.19,,100000.0,,,,0.0,438222684.7,,0.0,-373121945.08,,,1512118310.2,,412911.8,,0.0,1512531222.0,1252817064.52,93556910.11,,,5439882.43,,,0.0,1351813857.06,,0.0,160717364.94,-369355.62,,0.0,-594805270.37,2074291749.19,,0.0,1479486478.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4943491217,,,,,,,,,,,,28.7438333859,10.6788424277,,,21.2728043396,38.4122424363,,,,,,42.6946207072,12.0465712267,10.4619153372,,,30.7518892574,,,-74.7935110153,,,,,,,,,,-44.4165439443,633.7801677918,,9999900.0,,,,,9.1626357798,,,7.054161242,,,-12.1113754001,,-27.9250844469,,,-12.1166393192,1.4634794425,51.1628524667,,,-6.6031672715,,,,3.7890608556,,,-61.6063393825,-1835.6313201187,,,-195.3105631076,1.6511289269,,,-19.5573628087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000685.SZ,000685,中山公用,10005608,通用,2023-12-31 00:00:00,年报,2023年报,058001001,2024-04-27 00:00:00,2025-04-26 00:00:00,CNY,4066551214.7,,,,,,,,,,,,30633775.7,1214387830.37,,0.0,5311572820.77,2357504105.71,,,,,,670767008.34,272803059.65,1404334972.0,,0.0,4705409145.7,,0.0,606163675.07,30362178.49,344460917.31,142228.81,0.0,,0.0,,0.0,374965324.61,1460688995.02,343200000.0,,130152445.02,,20695949.71,,0.0,1954737389.75,,0.0,-1579772065.14,8370000.0,0.0,5833741676.29,,4287828.03,,0.0,5846399504.32,4213478353.5,567654739.21,0.0,,68150429.96,,,0.0,4849283522.67,,0.0,997115981.65,1179302.15,,0.0,24686893.73,2049604855.46,,0.0,2074291749.19,991851529.43,20413307.13,207275393.6,207275393.6,,196534411.4,35317485.51,,,,,2341181.27,,223591464.08,-721815636.28,-17452744.68,-17388512.7,-64231.98,,1734313.46,75508984.07,-421510435.12,,,0.0,606163675.07,,,,,2074291749.19,2049604855.46,,,,,24686893.73,67.2725132801,,,,,,,,,,,,-3.7765461448,70.4043907469,,,67.2630695466,64.3023011349,,,,,,18.5812483624,58.8370236544,100.2025918687,,,63.7390120504,,,100.8128613206,-90.1707925195,-31.9990770029,-45.4763090415,,,,,,-54.0321249447,64.5082127582,2.9935991229,,-74.9070174737,,,,,12.3529974027,,,-70.9513782389,32.8571428571,-100.0,24.7112119453,,39.0729480847,,,24.7316077231,13.7632179956,-8.1389656938,-100.0,,4.9053201809,,,,10.5466591895,,,231.7703396305,-81.8373303416,,,107.8317878532,-12.9979764894,,,1.6511289269,-5.4144727692,87.5535568728,-16.14927665,-16.14927665,,49.2756972985,67.4957428023,,,,,-63.2899201126,,39.6179661088,18.5133749439,11.8204581636,28.8068290714,-101.3866625182,,106.4801784379,699.4737492038,-7.4043354969,,,,100.8128613206,,,,,1.6511289269,-12.9979764894,,,,,107.8317878532,标准无保留意见,,,
000685.SZ,000685,中山公用,10005608,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-31 00:00:00,2024-10-31 00:00:00,CNY,2854732159.75,,,,,,,,,,,,22891932.31,1210152631.1,,0.0,4087776723.16,2353745560.61,,,,,,480974435.69,202476602.62,862326209.11,,0.0,3899522808.03,,0.0,188253915.13,7180384.54,351078005.78,92239.64,,,83.07,,0.0,358350713.03,830659525.7,324647756.96,,9200000.0,,,,0.0,1164507282.66,,0.0,-806156569.63,6900000.0,6900000.0,5242332461.38,,2650107.69,,0.0,5251882569.07,4053139892.26,564381973.99,3092629.23,,14287873.64,,,0.0,4631809739.89,,0.0,620072829.18,1701649.2,,0.0,3871823.88,2040598831.6,,0.0,2044470655.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8535624476,,,,,,,,,,,,15.7765602399,200.7954987447,,,98.9445589178,161.2947737559,,,,,,14.4894966655,64.735214097,65.6484153596,,,98.5105283158,,,108.3822322245,-97.6490606632,-29.5643491466,5.8855077485,,,,,,-55.4263128029,36.9632830332,-34.0832968265,,-50.9333333333,,,,,4.1835813591,,,-156.9061032773,35.2941176471,35.2941176471,51.1374585612,,27.605477712,,,51.1001510067,27.9793313347,-4.532117739,42.4199898819,,-64.8976093247,,,,21.9248616404,,,291.8883909715,-73.780920349,,,100.7168638462,-13.3802659329,,,12.5991526534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000685.SZ,000685,中山公用,10005608,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-31 00:00:00,2024-08-31 00:00:00,CNY,1591000104.38,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,12058841.09,1040978018.84,0.0,0.0,2644036964.31,1307885225.56,0.0,0.0,0.0,0.0,0.0,306498926.72,133845712.71,561480677.42,0.0,0.0,2309710542.41,,0.0,334326421.9,2896312.91,3915712.57,83410.42,0.0,,83.07,,0.0,6895518.97,687952580.12,109727756.96,0.0,,,0.0,,0.0,797680337.08,,0.0,-790784818.11,6900000.0,6900000.0,3395471756.46,,864460.06,,0.0,3403236216.52,2221916665.95,128846714.25,3092629.23,,6927556.83,,,0.0,2357690937.03,,0.0,1045545279.49,1675734.13,,0.0,590762617.41,2040598831.6,,0.0,2631361449.01,577690566.39,5153677.88,128371617.7,128371617.7,,90425415.92,16664665.17,,,,-63338.96,66713.92,,99309069.37,-475969178.35,-7786974.82,-9671044.56,1884069.74,,-34550620.44,-205302952.59,134564503.82,,,0.0,334326421.9,,,,,2631361449.01,2040598831.6,,,,,590762617.41,57.8884808502,,,,,,,,,,,,-14.7417649715,319.4410329473,,,108.1919795596,129.8156597952,,,,,,4.557057935,44.9172446775,56.3293686054,,,75.8081633068,,,863.8589686457,-98.8942753241,-95.152260611,-0.863720928,,,,,,-97.9884488897,73.0808562919,-64.3189614622,,,,,,,13.1463589087,,,-118.3266725412,,,112.9653044858,,173.1336432467,,,113.409930807,25.9712696802,18.9862461107,130.3462855653,,51.0495717951,,,,25.6295149604,,,470.7514606541,-76.2382948033,,,186.7587792258,-13.3802659329,,,57.106767641,9.4796427437,-24.7433783015,-2.2408206622,-2.2408206622,,57.9473433256,92.6195836482,,,,94.604285159,-92.2622708494,,29.7058220566,2.3441359269,22.6535499589,3.9081971742,57611.2863247863,,-1214.1922567712,-29.1394979378,165.0329299772,,,,863.8589686457,,,,,57.106767641,-13.3802659329,,,,,186.7587792258,,,,
000685.SZ,000685,中山公用,10005608,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-29 00:00:00,2024-04-30 00:00:00,CNY,720033791.15,,,,,,,,,,,,4997014.91,290447309.81,,0.0,1015478115.87,705401063.24,,,,,,161890594.26,65799469.25,300948497.72,,0.0,1234039624.47,,0.0,-218561508.6,,,,,,,,,,369740181.87,31700000.0,,1.0,,,,0.0,401440182.87,,0.0,-401440182.87,,,1720493769.34,,572892.52,,0.0,1721066661.86,1234746798.95,61891469.09,,,5824482.77,,,0.0,1302462750.81,,0.0,418603911.05,-19081.92,,0.0,-201416862.34,2040598831.6,,0.0,1839181969.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1471388686,,,,,,,,,,,,1602.4250063922,136.8965890166,,,69.4502578762,118.9746943282,,,,,,13.3531819654,54.7152388662,91.3692979785,,,85.640273596,,,-233.8356400345,,,,,,,,,,1123.2415775824,-47.1785404026,,,,,,,344.8596030415,,,-631.8655108846,,,62.5899542776,,133.1141960749,,,62.6063293266,-1.6175096762,9.9766729519,,,180.1986494756,,,,-0.8329632574,,,264.1728612138,98.4531093544,,,18.1907798631,-13.3802659329,,,-12.8188523298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000685.SZ,000685,中山公用,10005608,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-27 00:00:00,2024-04-27 00:00:00,CNY,2431093510.2,,,,,,,,,,,,31836079.95,712650551.46,,0.0,3175580141.61,1434857630.98,,,,,,565660268.89,171750296.86,701456938.64,,0.0,2873725135.37,,0.0,301855006.24,308897523.53,506553296.82,260856.9,,,,,0.0,815711677.25,887912506.33,333224591.55,,518680650.59,,,,0.0,1739817748.47,,0.0,-924106071.22,6300000.0,6300000.0,4677800484.25,,3083150.31,,0.0,4687183634.56,3703726413.28,617949431.44,2199485.36,,64963750.02,,,0.0,4386639594.74,,0.0,300544039.82,6493000.05,,0.0,-315214025.11,2355812856.71,,0.0,2040598831.6,1048629276.03,10883988.27,247195713.19,247195713.19,,131658679.18,21085601.89,,,,-1173875.23,6377488.9,,160145195.0,-885808727.24,-19792283.24,-24424411.04,4632127.8,,-26763359.63,-12595878.33,-392451974.28,,,0.0,301855006.24,,,,,2040598831.6,2355812856.71,,,,,-315214025.11,-0.7358517914,,,,,,,,,,,,330.0968288247,41.092614813,,,7.2247334493,22.0020744907,,,,,,13.6022444021,0.8920258915,17.1959121448,,,17.6411640765,,,-41.8192521051,-18.9778133376,1.2241849903,-94.0074557959,,,,,,-7.9364099373,425.2735634697,-31.8734804355,,7185.1849459469,,,,,161.515092115,,,-518.6271131555,,,20.2280392422,,-32.1215834579,,,20.3287292448,11.096104334,5.2785966294,-3.8739707563,,479.9005458168,,,,11.5633341863,,,919.8821020584,260.9839346439,,,-145.1027807604,42.1790832338,,,-13.3802659329,-27.9642805489,-72.9340847157,1.3900954647,1.3900954647,,4.1250856076,4.9624909362,,,,-7443.7731871974,-63.3365490872,,-7.5272624441,30.0537310528,-2.7799297061,-27.5399738219,4447.1018103134,,-156.2523008317,59.6490366485,-28.4941521888,,,,-41.8192521051,,,,,-13.3802659329,42.1790832338,,,,,-145.1027807604,标准无保留意见,,,
